GeneID	logFC	logCPM	F	PValue	FDR	Accession	Isoform	E-value	ProteinN	GO_BP	GO_CC	GO_MF	GO	Status	Organism
TRINITY_DN311792_c1_g1	-6.558140094	7.320585417	32.60220747	8.13E-06	0.000128302	P21238	TRINITY_DN311792_c1_g1_i5	7.70E-164	"Chaperonin 60 subunit alpha 1, chloroplastic (CPN-60 alpha 1) (Protein SCHLEPPERLESS) (RuBisCO large subunit-binding protein subunit alpha 1)"	'de novo' protein folding [GO:0006458]; chloroplast organization [GO:0009658]; embryo development ending in seed dormancy [GO:0009793]; mitochondrion organization [GO:0007005]; protein folding [GO:0006457]; protein refolding [GO:0042026]	apoplast [GO:0048046]; chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast stroma [GO:0009570]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; membrane [GO:0016020]; mitochondrion [GO:0005739]; thylakoid [GO:0009579]	ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]	GO:0005524; GO:0005739; GO:0005829; GO:0006457; GO:0006458; GO:0007005; GO:0009507; GO:0009570; GO:0009579; GO:0009658; GO:0009793; GO:0009941; GO:0016020; GO:0022626; GO:0042026; GO:0048046; GO:0051082	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN311798_c0_g2	1.833486943	9.767990604	8.548120901	0.007631573	0.045248501	P53118	TRINITY_DN311798_c0_g2_i4	3.90E-14	Putative lipase ROG1 (EC 3.1.-.-) (Revertant of glycogen synthase kinase mutation protein 1)	cellular lipid metabolic process [GO:0044255]; lipid catabolic process [GO:0016042]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	acylglycerol lipase activity [GO:0047372]	GO:0005634; GO:0005737; GO:0016042; GO:0044255; GO:0047372	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
TRINITY_DN311986_c0_g1	4.481355934	12.86988668	31.61362512	1.00E-05	0.000154673	Q94B60	TRINITY_DN311986_c0_g1_i4	1.80E-12	"ATP-dependent Clp protease proteolytic subunit 4, chloroplastic (EC 3.4.21.92) (Endopeptidase ClpP4) (nClpP4) (nClpP3)"	chloroplast organization [GO:0009658]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]; regulation of timing of transition from vegetative to reproductive phase [GO:0048510]	chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplastic endopeptidase Clp complex [GO:0009840]; chloroplast stroma [GO:0009570]; chloroplast thylakoid membrane [GO:0009535]; endopeptidase Clp complex [GO:0009368]; plastid stroma [GO:0009532]; thylakoid [GO:0009579]	ATPase binding [GO:0051117]; ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]	GO:0004176; GO:0004252; GO:0006515; GO:0009368; GO:0009507; GO:0009532; GO:0009535; GO:0009570; GO:0009579; GO:0009658; GO:0009840; GO:0009941; GO:0048510; GO:0051117	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN311987_c0_g1	22.48378878	9.733645503	292.3309576	1.39E-14	2.05E-12	O80800	TRINITY_DN311987_c0_g1_i1	1.70E-20	"Acyl carrier protein 2, mitochondrial (MtACP-2) (ACP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)"	oxidation-reduction process [GO:0055114]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; respirasome [GO:0070469]	acyl binding [GO:0000035]; acyl carrier activity [GO:0000036]; cobalt ion binding [GO:0050897]; metal ion binding [GO:0046872]	GO:0000035; GO:0000036; GO:0005739; GO:0005759; GO:0046872; GO:0050897; GO:0055114; GO:0070469	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN311987_c0_g6	21.18958067	7.311386188	161.5989043	4.77E-11	1.66E-09	P29509	TRINITY_DN311987_c0_g6_i1	2.20E-111	Thioredoxin reductase 1 (EC 1.8.1.9)	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; removal of superoxide radicals [GO:0019430]	cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]	ferrous iron binding [GO:0008198]; thioredoxin-disulfide reductase activity [GO:0004791]	GO:0004791; GO:0005739; GO:0005758; GO:0005829; GO:0008198; GO:0019430; GO:0034599; GO:0045454	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
TRINITY_DN312001_c0_g1	-7.636862625	9.208859407	67.59902823	2.65E-08	6.71E-07	F4JHA2	TRINITY_DN312001_c0_g1_i3	1.60E-07	"Putative GTP diphosphokinase RSH1, chloroplastic (EC 2.7.6.5) (RelA/SpoT homolog 1) (AtRSH1) (ppGpp synthetase RSH1)"	guanosine tetraphosphate metabolic process [GO:0015969]; leaf senescence [GO:0010150]; photosynthesis [GO:0015979]; response to wounding [GO:0009611]	chloroplast [GO:0009507]	"ATP binding [GO:0005524]; GTP binding [GO:0005525]; GTP diphosphokinase activity [GO:0008728]; guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity [GO:0008893]; kinase activity [GO:0016301]"	GO:0005524; GO:0005525; GO:0008728; GO:0008893; GO:0009507; GO:0009611; GO:0010150; GO:0015969; GO:0015979; GO:0016301	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN312003_c1_g6	20.44291937	6.203239446	108.0735142	8.58E-09	2.25E-07	Q5FVC7	TRINITY_DN312003_c1_g6_i1	1.10E-17	"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 (Centaurin-beta-2) (Cnt-b2)"	cellular response to nerve growth factor stimulus [GO:1990090]; endocytic recycling [GO:0032456]	endosome membrane [GO:0010008]	GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]	GO:0005096; GO:0010008; GO:0032456; GO:0046872; GO:1990090	reviewed	Rattus norvegicus (Rat)
TRINITY_DN312005_c0_g4	21.97976684	9.747918112	298.2649736	1.12E-14	1.91E-12	Q4PBY6	TRINITY_DN312005_c0_g4_i1	3.90E-36	"Cytochrome c peroxidase, mitochondrial (CCP) (EC 1.11.1.5)"	cellular response to oxidative stress [GO:0034599]; hydrogen peroxide catabolic process [GO:0042744]; response to reactive oxygen species [GO:0000302]	chloroplast [GO:0009507]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]	cytochrome-c peroxidase activity [GO:0004130]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]	GO:0000302; GO:0004130; GO:0004601; GO:0005758; GO:0005759; GO:0009507; GO:0020037; GO:0034599; GO:0042744; GO:0046872	reviewed	Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)
TRINITY_DN312007_c1_g4	9.719594058	1.91057342	19.58576812	0.000368765	0.003717676	Q29PG5	TRINITY_DN312007_c1_g4_i1	5.40E-26	Adenylyltransferase and sulfurtransferase MOCS3-2 (Molybdenum cofactor synthesis protein 3-2) [Includes: Molybdopterin-synthase adenylyltransferase 2 (EC 2.7.7.80) (Adenylyltransferase MOCS3-2) (Sulfur carrier protein MOCS2A adenylyltransferase 2); Molybdopterin-synthase sulfurtransferase 2 (EC 2.8.1.11) (Sulfur carrier protein MOCS2A sulfurtransferase 2) (Sulfurtransferase MOCS3-2)]	enzyme active site formation via cysteine modification to L-cysteine persulfide [GO:0018192]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]; tRNA wobble position uridine thiolation [GO:0002143]	cytosol [GO:0005829]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; molybdopterin-synthase adenylyltransferase activity [GO:0061605]; molybdopterin-synthase sulfurtransferase activity [GO:0061604]; thiosulfate sulfurtransferase activity [GO:0004792]; ubiquitin-like modifier activating enzyme activity [GO:0008641]	GO:0002143; GO:0004792; GO:0005524; GO:0005829; GO:0006777; GO:0008641; GO:0018192; GO:0046872; GO:0061604; GO:0061605	reviewed	Drosophila pseudoobscura pseudoobscura (Fruit fly)
TRINITY_DN312065_c5_g1	-4.438471171	10.14096898	27.84212159	2.35E-05	0.000325477	Q9XGM8	TRINITY_DN312065_c5_g1_i2	2.90E-31	"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.101) (N-acetylglucosaminyltransferase I) (GlcNAcT-I) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I) (Protein COMPLEX GLYCAN LESS 1)"	hyperosmotic response [GO:0006972]; N-glycan processing [GO:0006491]; protein glycosylation [GO:0006486]	endosome [GO:0005768]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; trans-Golgi network [GO:0005802]	"acetylglucosaminyltransferase activity [GO:0008375]; alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity [GO:0003827]; metal ion binding [GO:0046872]; protein N-acetylglucosaminyltransferase activity [GO:0016262]; transferase activity, transferring glycosyl groups [GO:0016757]"	GO:0000139; GO:0003827; GO:0005768; GO:0005794; GO:0005802; GO:0006486; GO:0006491; GO:0006972; GO:0008375; GO:0016021; GO:0016262; GO:0016757; GO:0046872	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN312090_c4_g1	22.70683578	11.03988052	325.4331809	4.39E-15	1.18E-12	P39692	TRINITY_DN312090_c4_g1_i5	1.40E-89	Sulfite reductase [NADPH] flavoprotein component (EC 1.8.1.2)	cysteine biosynthetic process [GO:0019344]; hydrogen sulfide biosynthetic process [GO:0070814]; methionine biosynthetic process [GO:0009086]; sulfate assimilation [GO:0000103]	cytosol [GO:0005829]; sulfite reductase complex (NADPH) [GO:0009337]	flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; NADPH-hemoprotein reductase activity [GO:0003958]; oxidoreductase activity [GO:0016491]; sulfite reductase (NADPH) activity [GO:0004783]	GO:0000103; GO:0003958; GO:0004783; GO:0005829; GO:0009086; GO:0009337; GO:0010181; GO:0016491; GO:0019344; GO:0050660; GO:0070814	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
TRINITY_DN312093_c0_g7	22.11530915	10.9939885	502.8796712	3.80E-17	1.18E-13	Q8GYX0	TRINITY_DN312093_c0_g7_i1	9.90E-17	MOB kinase activator-like 1B (Mob1 homolog 1B) (Mps one binder kinase activator-like 1B)			metal ion binding [GO:0046872]	GO:0046872	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN312095_c1_g3	-10.4089716	2.373583163	8.776888857	0.008324626	0.048429919	P37367	TRINITY_DN312095_c1_g3_i1	9.10E-28	Cation-transporting ATPase pma1 (EC 3.6.3.-)		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATPase-coupled calcium transmembrane transporter activity [GO:0005388]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]	GO:0005388; GO:0005524; GO:0005886; GO:0016021; GO:0016787	reviewed	Synechocystis sp. (strain PCC 6803 / Kazusa)
TRINITY_DN312702_c0_g1	15.06152672	4.177449529	18.10545322	0.000532255	0.005071839	A6ZWD3	TRINITY_DN312702_c0_g1_i2	4.90E-26	ATP-dependent RNA helicase DBP1 (EC 3.6.4.13) (DEAD box protein 1) (Helicase CA1)		cytoplasm [GO:0005737]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; translation initiation factor activity [GO:0003743]	GO:0003743; GO:0004386; GO:0005524; GO:0005737	reviewed	Saccharomyces cerevisiae (strain YJM789) (Baker's yeast)
TRINITY_DN312705_c0_g2	3.103542008	11.79349553	19.77548784	0.000184246	0.002096475	Q5H7P5	TRINITY_DN312705_c0_g2_i2	9.40E-80	Mannosylglycoprotein endo-beta-mannosidase (Endo-beta-mannosidase) (EC 3.2.1.152) [Cleaved into: Mannosylglycoprotein endo-beta-mannosidase 31 kDa subunit; Mannosylglycoprotein endo-beta-mannosidase 28 kDa subunit; Mannosylglycoprotein endo-beta-mannosidase 42 kDa subunit]	carbohydrate metabolic process [GO:0005975]		mannosylglycoprotein endo-beta-mannosidase activity [GO:0033947]	GO:0005975; GO:0033947	reviewed	Lilium longiflorum (Trumpet lily)
TRINITY_DN312705_c0_g3	-8.10269297	1.689066271	8.709875408	0.008531837	0.04917325	F4I9Q5	TRINITY_DN312705_c0_g3_i1	1.20E-07	"DExH-box ATP-dependent RNA helicase DExH7, chloroplastic (EC 3.6.4.13)"		chloroplast [GO:0009507]	ATP binding [GO:0005524]; ATP-dependent 3'-5' RNA helicase activity [GO:0034459]; RNA binding [GO:0003723]	GO:0003723; GO:0005524; GO:0009507; GO:0034459	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN312707_c1_g1	22.99037986	10.35586641	292.7527345	1.37E-14	2.05E-12	Q9C5X9	TRINITY_DN312707_c1_g1_i1	3.40E-38	Histone acetyltransferase HAC1 (EC 2.3.1.48)	"regulation of transcription, DNA-templated [GO:0006355]"	nucleus [GO:0005634]	histone acetyltransferase activity [GO:0004402]; transcription coregulator activity [GO:0003712]; zinc ion binding [GO:0008270]	GO:0003712; GO:0004402; GO:0005634; GO:0006355; GO:0008270	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN312713_c2_g1	3.877497018	11.05848893	26.69763522	3.07E-05	0.000417181	Q7XP59	TRINITY_DN312713_c2_g1_i1	2.90E-256	Glutamate receptor 3.1 (Ligand-gated ion channel 3.1)		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN312716_c1_g1	7.598590766	5.607430734	19.00886801	0.00022896	0.00246342	O48649	TRINITY_DN312716_c1_g1_i6	9.40E-52	ADP-ribosylation factor 1	protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]	Golgi apparatus [GO:0005794]	GTP binding [GO:0005525]	GO:0005525; GO:0005794; GO:0015031; GO:0016192	reviewed	Salix bakko (Japanese willow)
TRINITY_DN312717_c0_g3	6.091464859	3.411118213	9.684961559	0.004899978	0.031648837	Q6CPQ9	TRINITY_DN312717_c0_g3_i1	1.00E-123	Elongation factor 2 (EF-2)		cytoplasm [GO:0005737]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0003924; GO:0005525; GO:0005737	reviewed	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)
TRINITY_DN312719_c0_g1	6.16469469	12.55369129	57.65666297	1.03E-07	2.23E-06	F4IBB2	TRINITY_DN312719_c0_g1_i5	5.00E-11	Phosphoglycerate mutase-like protein 2		chloroplast [GO:0009507]		GO:0009507	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN312725_c0_g2	19.86585994	8.432488302	237.3826541	1.27E-13	9.15E-12	Q7S4N5	TRINITY_DN312725_c0_g2_i1	3.90E-43	Metacaspase-1B (EC 3.4.22.-)	apoptotic process [GO:0006915]		cysteine-type peptidase activity [GO:0008234]	GO:0006915; GO:0008234	reviewed	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)
TRINITY_DN312726_c1_g1	13.85102849	3.575720753	35.39542255	1.57E-05	0.000229544	Q9ZV48	TRINITY_DN312726_c1_g1_i1	2.20E-14	"Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11 (EC 2.4.1.15) (Trehalose-6-phosphate synthase 11) (AtTPS11)"	dephosphorylation [GO:0016311]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]	"transferase activity, transferring glycosyl groups [GO:0016757]"	GO:0005737; GO:0005739; GO:0005829; GO:0016311; GO:0016757	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN312726_c1_g3	21.91716547	12.27255238	406.6524859	3.91E-16	6.05E-13	O80738	TRINITY_DN312726_c1_g3_i1	2.20E-11	"Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 10 (EC 2.4.1.15) (Trehalose-6-phosphate synthase 10) (AtTPS10)"	dephosphorylation [GO:0016311]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	"transferase activity, transferring glycosyl groups [GO:0016757]"	GO:0005737; GO:0005829; GO:0016311; GO:0016757	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN312728_c0_g1	-10.8553251	3.568409672	18.8076989	0.000319118	0.003321885	Q8BW41	TRINITY_DN312728_c0_g1_i2	1.50E-07	"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 (POMGnT2) (EC 2.4.1.312) (Extracellular O-linked N-acetylglucosamine transferase-like) (Glycosyltransferase-like domain-containing protein 2)"	neuron migration [GO:0001764]; protein O-linked glycosylation [GO:0006493]; protein O-linked mannosylation [GO:0035269]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	acetylglucosaminyltransferase activity [GO:0008375]; protein O-GlcNAc transferase activity [GO:0097363]	GO:0001764; GO:0005783; GO:0005789; GO:0006493; GO:0008375; GO:0016021; GO:0035269; GO:0097363	reviewed	Mus musculus (Mouse)
TRINITY_DN312737_c2_g3	13.55195287	3.39010961	28.33233867	5.57E-05	0.000727941	Q3UX83	TRINITY_DN312737_c2_g3_i1	3.60E-47	Probable inactive 1-aminocyclopropane-1-carboxylate synthase-like protein 2 (ACC synthase-like protein 2)	biosynthetic process [GO:0009058]		catalytic activity [GO:0003824]; pyridoxal phosphate binding [GO:0030170]	GO:0003824; GO:0009058; GO:0030170	reviewed	Mus musculus (Mouse)
TRINITY_DN312737_c2_g4	21.90152756	12.55159535	262.9302492	4.31E-14	3.92E-12	Q39613	TRINITY_DN312737_c2_g4_i2	8.10E-71	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (Cyp) (Cyclosporin A-binding protein) (Rotamase) (allergen Cat r 1)	protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]; regulation of protein refolding [GO:0061083]	cytoplasm [GO:0005737]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	GO:0000413; GO:0003755; GO:0005737; GO:0006457; GO:0061083	reviewed	Catharanthus roseus (Madagascar periwinkle) (Vinca rosea)
TRINITY_DN312737_c2_g5	10.46890596	2.132198239	15.74167902	0.000991517	0.008699801	F4JIU4	TRINITY_DN312737_c2_g5_i1	1.60E-19	Myosin-4 (MYOSIN VIII B) (AtVIIIB)	actin filament-based movement [GO:0030048]	myosin complex [GO:0016459]	actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; motor activity [GO:0003774]	GO:0003774; GO:0005516; GO:0005524; GO:0016459; GO:0030048; GO:0051015	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN312738_c3_g1	-3.072784802	8.554363894	15.60211356	0.000635624	0.005961378	Q9SEE9	TRINITY_DN312738_c3_g1_i1	4.40E-29	Serine/arginine-rich splicing factor SR45 (At-SR45) (AtSR45) (Serine/arginine-rich ribonucleoprotein 1)	"mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]; sugar mediated signaling pathway [GO:0010182]"	ASAP complex [GO:0061574]; cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]	RNA binding [GO:0003723]	GO:0000381; GO:0000398; GO:0003723; GO:0005654; GO:0005681; GO:0005730; GO:0005737; GO:0008380; GO:0010182; GO:0016607; GO:0061574	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN312740_c0_g1	-2.800516522	8.147743464	11.37766175	0.002620579	0.019543837	Q9FGL9	TRINITY_DN312740_c0_g1_i1	4.20E-54	Polypyrimidine tract-binding protein homolog 2	"mRNA processing [GO:0006397]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of RNA splicing [GO:0043484]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]; seed germination [GO:0009845]"	cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]	GO:0000381; GO:0000932; GO:0003723; GO:0003729; GO:0005634; GO:0005737; GO:0006397; GO:0006417; GO:0008380; GO:0009845; GO:0043484	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN312741_c6_g2	13.21126998	3.085004636	30.99060957	3.38E-05	0.000455451	P0DM41	TRINITY_DN312741_c6_g2_i1	1.40E-25	Actin-1	actin cytoskeleton organization [GO:0030036]; cortical actin cytoskeleton organization [GO:0030866]; embryo development ending in birth or egg hatching [GO:0009792]; mitotic cytokinesis [GO:0000281]	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]	ATP binding [GO:0005524]	GO:0000281; GO:0005524; GO:0005737; GO:0009792; GO:0015629; GO:0030036; GO:0030866	reviewed	Caenorhabditis elegans
TRINITY_DN312741_c6_g4	5.389294569	6.989233198	10.65704734	0.003404816	0.023787276	P22131	TRINITY_DN312741_c6_g4_i1	8.00E-29	Actin-1		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	ATP binding [GO:0005524]	GO:0005524; GO:0005737; GO:0005856	reviewed	Phytophthora infestans (Potato late blight fungus) (Botrytis infestans)
TRINITY_DN312745_c1_g1	13.90953969	3.564372778	34.17776651	1.93E-05	0.000272781	P22216	TRINITY_DN312745_c1_g1_i6	2.90E-19	Serine/threonine-protein kinase RAD53 (EC 2.7.12.1) (CHEK2 homolog) (Serine-protein kinase 1)	deoxyribonucleoside triphosphate biosynthetic process [GO:0009202]; DNA damage checkpoint [GO:0000077]; DNA repair [GO:0006281]; DNA replication initiation [GO:0006270]; mitotic DNA damage checkpoint [GO:0044773]; negative regulation of phosphorylation [GO:0042326]; protein localization [GO:0008104]; protein phosphorylation [GO:0006468]; signal transduction in response to DNA damage [GO:0042770]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; protein kinase activity [GO:0004672]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]	GO:0000077; GO:0003688; GO:0004672; GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006270; GO:0006281; GO:0006468; GO:0008104; GO:0009202; GO:0042326; GO:0042770; GO:0044773	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
